datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,detail_eng,detail
2011/3/11 18:00,1,0,1,1,13.12,15.15,49,22.0028,19,134,153,Q1,43
2011/3/11 19:00,1,0,1,1,12.3,13.635,56,22.0028,7,111,118,Q1,43
2011/3/11 20:00,1,0,1,1,12.3,15.15,56,11.0014,6,70,76,R1,44
2011/3/11 21:00,1,0,1,2,12.3,14.395,52,16.9979,10,43,53,R1,44
2011/3/11 22:00,1,0,1,1,12.3,15.15,52,11.0014,11,53,64,S1,45
2011/3/11 23:00,1,0,1,1,12.3,14.395,52,16.9979,3,34,37,S1,45
2011/3/12 00:00,1,0,0,1,10.66,13.635,60,8.9981,4,30,34,T1,46
2011/3/12 01:00,1,0,0,1,9.84,11.365,65,12.998,3,15,18,T1,46
2011/3/12 02:00,1,0,0,1,9.84,11.365,65,12.998,0,14,14,T1,46
2011/3/12 03:00,1,0,0,1,9.84,11.365,65,16.9979,1,6,7,U1,47
2011/3/12 04:00,1,0,0,1,9.84,11.365,65,16.9979,0,1,1,U1,47
2011/3/12 05:00,1,0,0,1,9.02,11.365,69,12.998,0,2,2,U1,47
2011/3/12 06:00,1,0,0,1,9.02,10.605,75,16.9979,2,2,4,U1,47
2011/3/12 07:00,1,0,0,1,9.84,11.365,70,12.998,4,19,23,V1,48
2011/3/12 08:00,1,0,0,1,10.66,12.88,65,11.0014,9,44,53,W1,49
2011/3/12 09:00,1,0,0,1,11.48,14.395,65,7.0015,25,76,101,X1,50
2011/3/12 10:00,1,0,0,1,13.12,15.15,66,15.0013,21,78,99,X1,50
2011/3/12 11:00,1,0,0,1,13.94,15.15,49,22.0028,36,83,119,X1,50
2011/3/12 12:00,1,0,0,1,13.94,15.91,53,19.0012,51,107,158,Y1,51
2011/3/12 13:00,1,0,0,1,14.76,16.665,51,23.9994,62,95,157,Y1,51
2011/3/12 14:00,1,0,0,1,16.4,20.455,50,30.0026,70,96,166,Y1,51
2011/3/12 15:00,1,0,0,1,17.22,21.21,44,32.9975,81,101,182,Y1,51
2011/3/12 16:00,1,0,0,1,18.86,22.725,41,30.0026,100,144,244,Y1,51
2011/3/12 17:00,1,0,0,1,18.86,22.725,44,22.0028,99,114,213,Y1,51
2011/3/12 18:00,1,0,0,1,17.22,21.21,54,11.0014,54,91,145,Z1,52
2011/3/12 19:00,1,0,0,1,17.22,21.21,54,6.0032,26,86,112,Z1,52
2011/3/12 20:00,1,0,0,1,16.4,20.455,58,7.0015,22,64,86,Z1,52
2011/3/12 21:00,1,0,0,1,15.58,19.695,62,0,36,46,82,Z1,52
2011/3/12 22:00,1,0,0,1,14.76,18.94,71,0,7,56,63,Z1,52
2011/3/12 23:00,1,0,0,1,15.58,19.695,66,6.0032,11,38,49,Z1,52
2011/3/13 00:00,1,0,0,1,15.58,19.695,62,7.0015,3,35,38,Z1,52
2011/3/13 01:00,1,0,0,1,14.76,17.425,66,8.9981,10,23,33,A2,53
2011/3/13 03:00,1,0,0,1,13.94,16.665,76,8.9981,6,17,23,B2,54
2011/3/13 04:00,1,0,0,1,13.94,16.665,66,11.0014,4,9,13,B2,54
2011/3/13 05:00,1,0,0,1,14.76,17.425,62,8.9981,0,3,3,B2,54
2011/3/13 06:00,1,0,0,1,13.94,18.18,66,0,0,2,2,B2,54
2011/3/13 07:00,1,0,0,1,14.76,17.425,62,12.998,2,8,10,C2,55
2011/3/13 08:00,1,0,0,1,16.4,20.455,50,19.9995,11,23,34,C2,55
2011/3/13 09:00,1,0,0,1,16.4,20.455,50,27.9993,8,36,44,D2,56
2011/3/13 10:00,1,0,0,1,17.22,21.21,47,16.9979,36,86,122,E2,57
2011/3/13 11:00,1,0,0,1,18.04,21.97,41,27.9993,88,93,181,F2,58
2011/3/13 12:00,1,0,0,1,18.86,22.725,38,26.0027,74,120,194,F2,58
2011/3/13 13:00,1,0,0,1,18.86,22.725,38,26.0027,97,124,221,F2,58
2011/3/13 14:00,1,0,0,1,18.86,22.725,41,19.9995,144,106,250,F2,58
2011/3/13 15:00,1,0,0,1,19.68,23.485,39,22.0028,149,155,304,F2,58
2011/3/13 16:00,1,0,0,1,18.86,22.725,41,26.0027,124,132,256,F2,58
2011/3/13 17:00,1,0,0,1,18.04,21.97,41,23.9994,98,143,241,F2,58
2011/3/13 18:00,1,0,0,1,16.4,20.455,43,23.9994,55,92,147,E2,57
2011/3/13 19:00,1,0,0,1,14.76,16.665,50,23.9994,28,73,101,G2,59
2011/3/13 20:00,1,0,0,1,13.12,15.15,57,19.9995,23,54,77,G2,59
2011/3/13 21:00,1,0,0,1,12.3,14.395,56,16.9979,9,49,58,G2,59
2011/3/13 22:00,1,0,0,1,12.3,13.635,56,22.0028,8,29,37,H2,60
2011/3/13 23:00,1,0,0,1,10.66,12.88,65,15.0013,5,23,28,H2,60
2011/3/14 00:00,1,0,1,1,10.66,13.635,65,7.0015,4,7,11,H2,60
2011/3/14 01:00,1,0,1,1,10.66,14.395,65,6.0032,0,1,1,A,1
2011/3/14 02:00,1,0,1,1,10.66,14.395,65,6.0032,0,1,1,A,1
2011/3/14 03:00,1,0,1,1,10.66,13.635,65,8.9981,0,3,3,A,1
2011/3/14 05:00,1,0,1,1,9.84,12.12,70,8.9981,0,8,8,A,1
2011/3/14 06:00,1,0,1,1,10.66,13.635,65,8.9981,1,27,28,B,2
2011/3/14 07:00,1,0,1,2,11.48,15.91,61,0,4,84,88,C,3
2011/3/14 08:00,1,0,1,2,12.3,15.15,56,8.9981,24,217,241,D,4
2011/3/14 09:00,1,0,1,1,13.12,15.15,53,22.0028,13,127,140,C,3
2011/3/14 10:00,1,0,1,1,13.94,15.91,42,16.9979,27,57,84,E,5
2011/3/14 11:00,1,0,1,1,14.76,16.665,40,16.9979,26,45,71,E,5
2011/3/14 12:00,1,0,1,1,15.58,19.695,37,0,40,54,94,F,6
2011/3/14 13:00,1,0,1,1,15.58,19.695,36,22.0028,24,51,75,F,6
2011/3/14 14:00,1,0,1,2,15.58,19.695,34,0,27,52,79,F,6
2011/3/14 15:00,1,0,1,1,15.58,19.695,37,11.0014,24,77,101,F,6
2011/3/14 16:00,1,0,1,1,16.4,20.455,35,7.0015,27,80,107,F,6
2011/3/14 17:00,1,0,1,1,15.58,19.695,40,12.998,42,229,271,G,7
2011/3/14 18:00,1,0,1,1,14.76,18.18,40,7.0015,25,210,235,G,7
2011/3/14 19:00,1,0,1,1,14.76,17.425,43,8.9981,17,133,150,G,7
2011/3/14 20:00,1,0,1,1,13.94,15.91,46,15.0013,23,106,129,H,8
2011/3/14 21:00,1,0,1,1,13.94,16.665,46,8.9981,5,58,63,H,8
2011/3/14 22:00,1,0,1,1,13.12,16.665,49,7.0015,4,43,47,H,8
2011/3/14 23:00,1,0,1,1,13.12,17.425,53,0,2,17,19,I,9
2011/3/15 00:00,1,0,1,1,13.12,17.425,53,0,7,7,14,I,9
2011/3/15 01:00,1,0,1,1,12.3,15.15,62,6.0032,4,6,10,J,10
2011/3/15 02:00,1,0,1,1,12.3,15.15,62,6.0032,1,2,3,J,10
2011/3/15 04:00,1,0,1,1,9.84,12.88,75,6.0032,1,1,2,J,10
2011/3/15 05:00,1,0,1,1,9.84,11.365,75,12.998,0,11,11,J,10
2011/3/15 06:00,1,0,1,1,9.02,11.365,80,12.998,3,32,35,K,11
2011/3/15 07:00,1,0,1,1,9.84,12.12,75,11.0014,10,109,119,L,12
2011/3/15 08:00,1,0,1,1,10.66,14.395,70,6.0032,23,259,282,M,13
2011/3/15 09:00,1,0,1,2,12.3,16.665,70,0,10,147,157,L,12
2011/3/15 10:00,1,0,1,2,13.12,15.91,66,12.998,22,56,78,N,14
2011/3/15 11:00,1,0,1,2,13.94,15.91,57,15.0013,27,51,78,N,14
2011/3/15 12:00,1,0,1,2,14.76,17.425,50,15.0013,32,70,102,O,15
2011/3/15 13:00,1,0,1,2,14.76,16.665,57,19.0012,23,74,97,O,15
2011/3/15 14:00,1,0,1,2,15.58,19.695,46,19.9995,14,74,88,O,15
2011/3/15 15:00,1,0,1,2,15.58,19.695,43,19.0012,24,66,90,O,15
2011/3/15 16:00,1,0,1,2,15.58,19.695,46,22.0028,21,93,114,O,15
2011/3/15 17:00,1,0,1,2,14.76,17.425,62,12.998,22,195,217,P,16
2011/3/15 18:00,1,0,1,2,14.76,16.665,62,19.9995,18,207,225,P,16
2011/3/15 19:00,1,0,1,2,13.94,15.91,71,19.0012,14,138,152,P,16
2011/3/15 20:00,1,0,1,2,13.94,15.91,71,19.0012,9,79,88,Q,17
2011/3/15 21:00,1,0,1,3,13.12,16.665,81,7.0015,2,53,55,Q,17
2011/3/15 22:00,1,0,1,2,13.12,15.91,87,11.0014,1,20,21,Q,17
2011/3/15 23:00,1,0,1,2,13.12,15.91,87,11.0014,1,17,18,R,18
2011/3/16 00:00,1,0,1,3,12.3,14.395,93,16.9979,0,8,8,R,18
2011/3/16 01:00,1,0,1,3,12.3,13.635,100,19.9995,1,2,3,S,19
2011/3/16 03:00,1,0,1,2,11.48,13.635,100,15.0013,1,2,3,S,19
2011/3/16 04:00,1,0,1,2,12.3,15.15,93,11.0014,0,1,1,S,19
2011/3/16 05:00,1,0,1,2,12.3,15.91,93,7.0015,0,3,3,S,19
2011/3/16 06:00,1,0,1,2,12.3,15.91,93,7.0015,1,30,31,T,20
2011/3/16 07:00,1,0,1,2,12.3,14.395,93,12.998,10,101,111,U,21
2011/3/16 08:00,1,0,1,2,13.12,15.91,93,0,26,227,253,V,22
2011/3/16 09:00,1,0,1,2,13.12,16.665,93,8.9981,10,144,154,U,21
2011/3/16 10:00,1,0,1,2,14.76,17.425,81,11.0014,19,49,68,W,23
2011/3/16 11:00,1,0,1,2,14.76,17.425,81,8.9981,13,62,75,W,23
2011/3/16 12:00,1,0,1,2,16.4,20.455,71,7.0015,23,65,88,X,24
2011/3/16 13:00,1,0,1,2,16.4,20.455,76,8.9981,18,81,99,X,24
2011/3/16 14:00,1,0,1,2,16.4,20.455,76,15.0013,33,67,100,X,24
2011/3/16 15:00,1,0,1,2,16.4,20.455,76,16.9979,22,79,101,X,24
2011/3/16 16:00,1,0,1,2,16.4,20.455,76,11.0014,30,121,151,X,24
2011/3/16 17:00,1,0,1,2,18.04,21.97,54,19.9995,37,216,253,Y,25
2011/3/16 18:00,1,0,1,2,18.04,21.97,54,15.0013,26,211,237,Y,25
2011/3/16 19:00,1,0,1,2,18.04,21.97,51,22.0028,18,150,168,Y,25
2011/3/16 20:00,1,0,1,2,17.22,21.21,54,19.9995,10,111,121,Z,26
2011/3/16 21:00,1,0,1,2,17.22,21.21,58,19.0012,3,75,78,Z,26
2011/3/16 22:00,1,0,1,2,16.4,20.455,62,26.0027,11,48,59,Z,26
2011/3/16 23:00,1,0,1,1,16.4,20.455,65,12.998,9,18,27,A1,27
2011/3/17 00:00,1,0,1,1,15.58,19.695,66,16.9979,4,19,23,A1,27
2011/3/17 01:00,1,0,1,1,14.76,17.425,71,15.0013,1,11,12,B1,28
2011/3/17 02:00,1,0,1,1,13.94,15.15,71,19.9995,3,5,8,B1,28
2011/3/17 03:00,1,0,1,1,13.94,16.665,66,11.0014,1,1,2,B1,28
2011/3/17 04:00,1,0,1,1,13.94,16.665,71,12.998,0,3,3,B1,28
2011/3/17 05:00,1,0,1,1,13.12,16.665,76,7.0015,0,13,13,B1,28
2011/3/17 06:00,1,0,1,1,13.12,15.91,76,12.998,4,47,51,C1,29
2011/3/17 07:00,1,0,1,1,13.12,16.665,76,8.9981,12,128,140,D1,30
2011/3/17 08:00,1,0,1,1,14.76,17.425,66,8.9981,17,282,299,E1,31
2011/3/17 09:00,1,0,1,1,16.4,20.455,62,16.9979,23,162,185,D1,30
2011/3/17 10:00,1,0,1,1,18.04,21.97,54,22.0028,9,69,78,F1,32
2011/3/17 11:00,1,0,1,1,18.04,21.97,54,19.0012,20,66,86,F1,32
2011/3/17 12:00,1,0,1,1,20.5,24.24,45,15.0013,24,81,105,G1,33
2011/3/17 13:00,1,0,1,2,21.32,25,42,6.0032,26,85,111,G1,33
2011/3/17 14:00,1,0,1,1,20.5,24.24,45,7.0015,32,87,119,G1,33
2011/3/17 15:00,1,0,1,1,21.32,25,42,16.9979,30,95,125,G1,33
2011/3/17 16:00,1,0,1,1,20.5,24.24,48,19.0012,34,108,142,G1,33
2011/3/17 17:00,1,0,1,1,20.5,24.24,42,12.998,48,265,313,H1,34
2011/3/17 18:00,1,0,1,2,18.86,22.725,59,11.0014,50,260,310,H1,34
2011/3/17 19:00,1,0,1,1,18.04,21.97,58,12.998,18,189,207,H1,34
2011/3/17 20:00,1,0,1,1,17.22,21.21,67,15.0013,25,112,137,I1,35
2011/3/17 21:00,1,0,1,1,17.22,21.21,62,15.0013,19,119,138,I1,35
2011/3/17 22:00,1,0,1,1,16.4,20.455,66,15.0013,17,70,87,I1,35
2011/3/17 23:00,1,0,1,1,17.22,21.21,62,19.0012,7,43,50,J1,36
2011/3/18 00:00,1,0,1,1,17.22,21.21,58,19.0012,5,24,29,J1,36
2011/3/18 01:00,1,0,1,1,16.4,20.455,62,16.9979,4,12,16,K1,37
2011/3/18 02:00,1,0,1,1,16.4,20.455,62,12.998,5,9,14,K1,37
2011/3/18 03:00,1,0,1,1,14.76,17.425,71,12.998,1,4,5,K1,37
2011/3/18 05:00,1,0,1,1,15.58,19.695,66,11.0014,2,8,10,K1,37
2011/3/18 06:00,1,0,1,1,16.4,20.455,66,12.998,1,35,36,L1,38
2011/3/18 07:00,1,0,1,1,16.4,20.455,66,12.998,11,112,123,M1,39
2011/3/18 08:00,1,0,1,1,17.22,21.21,67,16.9979,24,256,280,N1,40
2011/3/18 09:00,1,0,1,1,18.86,22.725,63,15.0013,18,192,210,M1,39
2011/3/18 10:00,1,0,1,1,21.32,25,53,19.0012,43,74,117,O1,41
2011/3/18 11:00,1,0,1,1,22.14,25.76,52,19.0012,55,104,159,O1,41
2011/3/18 12:00,1,0,1,2,22.96,26.515,49,23.9994,72,123,195,P1,42
2011/3/18 13:00,1,0,1,1,26.24,31.06,41,19.0012,57,118,175,P1,42
2011/3/18 14:00,1,0,1,1,27.06,31.06,39,16.9979,71,103,174,P1,42
2011/3/18 15:00,1,0,1,2,27.88,31.82,39,23.9994,62,111,173,P1,42
2011/3/18 16:00,1,0,1,1,27.88,31.82,39,19.0012,67,137,204,P1,42
2011/3/18 17:00,1,0,1,1,28.7,31.82,37,22.0028,95,237,332,Q1,43
2011/3/18 18:00,1,0,1,1,27.88,31.82,39,11.0014,84,247,331,Q1,43
2011/3/18 19:00,1,0,1,1,27.06,31.06,44,8.9981,58,132,190,Q1,43
2011/3/18 20:00,1,0,1,1,25.42,31.06,46,8.9981,46,103,149,R1,44
2011/3/18 21:00,1,0,1,1,25.42,31.06,46,7.0015,22,91,113,R1,44
2011/3/18 22:00,1,0,1,1,25.42,31.06,50,11.0014,55,63,118,S1,45
2011/3/18 23:00,1,0,1,2,24.6,31.06,53,15.0013,26,60,86,S1,45
2011/3/19 00:00,1,0,0,2,24.6,31.06,53,16.9979,26,50,76,T1,46
2011/3/19 01:00,1,0,0,2,23.78,27.275,46,23.9994,16,35,51,T1,46
2011/3/19 02:00,1,0,0,2,22.96,26.515,43,15.0013,5,20,25,T1,46
2011/3/19 03:00,1,0,0,2,22.14,25.76,39,22.0028,1,7,8,U1,47
2011/3/19 04:00,1,0,0,1,21.32,25,34,27.9993,1,2,3,U1,47
2011/3/19 05:00,1,0,0,1,21.32,25,34,27.9993,0,2,2,U1,47
2011/3/19 06:00,1,0,0,1,18.04,21.97,44,27.9993,0,10,10,U1,47
2011/3/19 07:00,1,0,0,1,16.4,20.455,50,22.0028,4,9,13,V1,48
2011/3/19 08:00,1,0,0,1,17.22,21.21,47,32.9975,11,37,48,W1,49
2011/3/19 09:00,1,0,0,1,17.22,21.21,44,31.0009,35,41,76,X1,50
2011/3/19 10:00,1,0,0,1,18.04,21.97,38,27.9993,55,85,140,X1,50
2011/3/19 11:00,1,0,0,1,18.86,22.725,36,30.0026,90,106,196,X1,50
2011/3/19 12:00,1,0,0,1,18.86,22.725,33,27.9993,126,141,267,Y1,51
2011/3/19 13:00,1,0,0,1,20.5,24.24,34,31.0009,174,127,301,Y1,51
2011/3/19 14:00,1,0,0,1,20.5,24.24,31,32.9975,168,144,312,Y1,51
2011/3/19 15:00,1,0,0,1,20.5,24.24,29,27.9993,170,143,313,Y1,51
2011/3/19 16:00,1,0,0,1,20.5,24.24,31,26.0027,175,129,304,Y1,51
2011/3/19 17:00,1,0,0,1,19.68,23.485,31,22.0028,138,140,278,Y1,51
2011/3/19 18:00,1,0,0,1,18.86,22.725,31,22.0028,92,125,217,Z1,52
2011/3/19 19:00,1,0,0,1,18.04,21.97,33,19.0012,38,116,154,Z1,52
2011/3/19 20:00,1,0,0,1,17.22,21.21,35,15.0013,39,69,108,Z1,52
2011/3/19 21:00,1,0,0,1,16.4,20.455,37,19.9995,20,73,93,Z1,52
2011/3/19 22:00,1,0,0,1,16.4,20.455,37,22.0028,27,45,72,Z1,52
2011/3/19 23:00,1,0,0,1,15.58,19.695,40,19.9995,13,37,50,Z1,52
2011/4/1 00:00,2,0,1,3,10.66,12.88,100,11.0014,0,6,6,J1,36
2011/4/1 01:00,2,0,1,3,10.66,12.88,100,11.0014,0,4,4,K1,37
2011/4/1 02:00,2,0,1,3,10.66,12.88,93,12.998,0,7,7,K1,37
2011/4/1 03:00,2,0,1,2,9.84,11.365,93,16.9979,0,4,4,K1,37
2011/4/1 04:00,2,0,1,2,9.84,11.365,93,16.9979,0,3,3,K1,37
2011/4/1 05:00,2,0,1,3,9.84,11.365,93,15.0013,1,11,12,K1,37
2011/4/1 06:00,2,0,1,3,9.84,11.365,93,15.0013,2,26,28,L1,38
2011/4/1 07:00,2,0,1,3,9.84,12.12,93,0,4,91,95,M1,39
2011/4/1 08:00,2,0,1,2,10.66,12.12,87,16.9979,8,198,206,N1,40
2011/4/1 09:00,2,0,1,1,13.12,14.395,70,23.9994,11,162,173,M1,39
2011/4/1 10:00,2,0,1,1,13.12,15.15,66,19.0012,12,63,75,O1,41
2011/4/1 11:00,2,0,1,1,13.12,14.395,61,23.9994,17,72,89,O1,41
2011/4/1 12:00,2,0,1,1,13.94,15.15,53,23.9994,15,80,95,P1,42
2011/4/1 13:00,2,0,1,1,14.76,16.665,50,23.9994,18,92,110,P1,42
2011/4/1 14:00,2,0,1,2,14.76,16.665,46,23.9994,26,61,87,P1,42
2011/4/1 15:00,2,0,1,1,13.94,15.15,46,27.9993,30,81,111,P1,42
2011/4/1 16:00,2,0,1,1,13.94,15.15,46,27.9993,42,125,167,P1,42
2011/4/1 17:00,2,0,1,1,13.94,15.15,46,22.0028,36,245,281,Q1,43
2011/4/1 18:00,2,0,1,1,13.94,15.15,46,22.0028,36,205,241,Q1,43
2011/4/1 19:00,2,0,1,1,13.94,15.15,49,22.0028,16,120,136,Q1,43
2011/4/1 20:00,2,0,1,1,13.12,15.91,53,12.998,2,75,77,R1,44
2011/4/1 21:00,2,0,1,1,13.12,16.665,53,8.9981,9,84,93,R1,44
2011/4/1 22:00,2,0,1,1,12.3,15.15,56,11.0014,10,64,74,S1,45
2011/4/1 23:00,2,0,1,1,12.3,15.91,61,6.0032,12,41,53,S1,45
2011/4/2 00:00,2,0,0,2,12.3,16.665,61,0,3,29,32,T1,46
2011/4/2 01:00,2,0,0,1,10.66,13.635,65,8.9981,4,28,32,T1,46
2011/4/2 02:00,2,0,0,1,9.84,12.12,75,8.9981,1,20,21,T1,46
2011/4/2 03:00,2,0,0,1,9.84,12.12,70,11.0014,1,8,9,U1,47
2011/4/2 04:00,2,0,0,1,9.84,12.12,70,11.0014,0,5,5,U1,47
2011/4/2 05:00,2,0,0,2,9.84,12.12,75,11.0014,1,4,5,U1,47
2011/4/2 06:00,2,0,0,1,10.66,13.635,70,7.0015,5,7,12,U1,47
2011/4/2 07:00,2,0,0,2,10.66,13.635,70,7.0015,2,16,18,V1,48
2011/4/2 08:00,2,0,0,1,12.3,15.91,70,7.0015,10,45,55,W1,49
2011/4/2 09:00,2,0,0,2,13.94,17.425,66,7.0015,22,65,87,X1,50
2011/4/2 10:00,2,0,0,2,14.76,17.425,57,11.0014,41,113,154,X1,50
2011/4/2 11:00,2,0,0,2,16.4,20.455,47,11.0014,72,126,198,X1,50
2011/4/2 12:00,2,0,0,3,13.12,16.665,81,8.9981,84,100,184,Y1,51
2011/4/2 13:00,2,0,0,1,13.94,16.665,81,8.9981,56,81,137,Y1,51
2011/4/2 14:00,2,0,0,3,13.12,15.15,76,22.0028,97,93,190,Y1,51
2011/4/2 15:00,2,0,0,3,13.94,15.15,76,26.0027,72,64,136,Y1,51
2011/4/2 16:00,2,0,0,1,15.58,19.695,62,22.0028,111,85,196,Y1,51
2011/4/2 17:00,2,0,0,1,15.58,19.695,54,23.9994,89,95,184,Y1,51
2011/4/2 18:00,2,0,0,1,15.58,19.695,54,12.998,69,110,179,Z1,52
2011/4/2 19:00,2,0,0,1,14.76,16.665,53,23.9994,71,77,148,Z1,52
2011/4/2 20:00,2,0,0,1,13.94,15.91,53,19.0012,29,56,85,Z1,52
2011/4/2 21:00,2,0,0,1,13.12,15.15,61,16.9979,24,53,77,Z1,52
2011/4/2 22:00,2,0,0,1,13.12,15.15,61,19.9995,14,41,55,Z1,52
2011/4/2 23:00,2,0,0,1,13.12,15.91,61,11.0014,20,33,53,Z1,52
2011/4/3 00:00,2,0,0,1,12.3,14.395,65,12.998,8,31,39,Z1,52
2011/4/3 01:00,2,0,0,1,12.3,15.91,61,7.0015,8,26,34,A2,53
2011/4/3 02:00,2,0,0,1,10.66,13.635,70,8.9981,5,19,24,A2,53
2011/4/3 03:00,2,0,0,1,12.3,16.665,61,0,3,8,11,B2,54
2011/4/3 04:00,2,0,0,1,11.48,15.15,70,6.0032,3,0,3,B2,54
2011/4/3 05:00,2,0,0,1,11.48,13.635,65,15.0013,1,4,5,B2,54
2011/4/3 06:00,2,0,0,1,11.48,13.635,65,12.998,10,23,33,B2,54
2011/4/3 07:00,2,0,0,1,13.12,15.15,57,15.0013,13,20,33,C2,55
2011/4/3 08:00,2,0,0,1,13.94,16.665,57,11.0014,18,44,62,C2,55
2011/4/3 09:00,2,0,0,1,14.76,15.91,50,32.9975,68,74,142,D2,56
2011/4/3 10:00,2,0,0,1,16.4,20.455,43,27.9993,111,104,215,E2,57
2011/4/3 11:00,2,0,0,1,17.22,21.21,41,16.9979,139,104,243,F2,58
2011/4/3 12:00,2,0,0,1,18.04,21.97,38,19.0012,166,147,313,F2,58
2011/4/3 13:00,2,0,0,1,18.04,21.97,33,19.9995,219,148,367,F2,58
2011/4/3 14:00,2,0,0,1,18.86,22.725,31,8.9981,240,109,349,F2,58
2011/4/3 15:00,2,0,0,2,18.86,22.725,33,0,174,118,292,F2,58
2011/4/3 16:00,2,0,0,2,18.86,22.725,31,12.998,147,156,303,F2,58
2011/4/3 17:00,2,0,0,2,18.86,22.725,28,8.9981,148,126,274,F2,58
2011/4/3 18:00,2,0,0,2,18.86,22.725,31,0,71,101,172,E2,57
2011/4/3 19:00,2,0,0,2,17.22,21.21,44,12.998,51,93,144,G2,59
2011/4/3 20:00,2,0,0,3,17.22,21.21,41,15.0013,24,55,79,G2,59
2011/4/3 21:00,2,0,0,2,17.22,21.21,44,15.0013,8,37,45,G2,59
2011/4/3 22:00,2,0,0,1,16.4,20.455,43,7.0015,7,29,36,H2,60
2011/4/3 23:00,2,0,0,1,16.4,20.455,50,6.0032,9,22,31,H2,60
2011/4/4 00:00,2,0,1,1,16.4,20.455,50,15.0013,1,5,6,H2,60
2011/4/4 01:00,2,0,1,1,16.4,20.455,56,23.9994,7,4,11,A,1
2011/4/4 02:00,2,0,1,1,15.58,19.695,66,16.9979,1,1,2,A,1
2011/4/4 03:00,2,0,1,1,15.58,19.695,66,19.0012,1,0,1,A,1
2011/4/4 04:00,2,0,1,1,15.58,19.695,71,19.9995,1,1,2,A,1
2011/4/4 05:00,2,0,1,1,16.4,20.455,62,16.9979,0,7,7,A,1
2011/4/4 06:00,2,0,1,1,17.22,21.21,58,19.0012,3,43,46,B,2
2011/4/4 07:00,2,0,1,2,18.04,21.97,54,16.9979,7,150,157,C,3
2011/4/4 08:00,2,0,1,2,18.86,22.725,55,19.9995,31,308,339,D,4
2011/4/4 09:00,2,0,1,2,20.5,24.24,51,26.0027,24,134,158,C,3
2011/4/4 10:00,2,0,1,2,22.14,25.76,45,23.9994,35,55,90,E,5
2011/4/4 11:00,2,0,1,1,24.6,31.06,40,26.0027,58,66,124,E,5
2011/4/4 12:00,2,0,1,1,26.24,31.06,36,31.0009,59,98,157,F,6
2011/4/4 13:00,2,0,1,1,27.88,31.82,34,22.0028,47,92,139,F,6
2011/4/4 14:00,2,0,1,2,30.34,32.575,27,32.9975,47,76,123,F,6
2011/4/4 15:00,2,0,1,1,31.16,33.335,23,36.9974,47,96,143,F,6
2011/4/4 16:00,2,0,1,1,31.16,32.575,22,35.0008,59,130,189,F,6
2011/4/4 17:00,2,0,1,1,30.34,32.575,23,40.9973,83,283,366,G,7
2011/4/4 18:00,2,0,1,2,29.52,31.82,23,32.9975,78,308,386,G,7
2011/4/4 19:00,2,0,1,1,28.7,31.82,24,31.0009,51,227,278,G,7
2011/4/4 20:00,2,0,1,2,28.7,31.82,24,36.9974,40,133,173,H,8
2011/4/4 21:00,2,0,1,2,28.7,31.82,30,30.0026,19,76,95,H,8
2011/4/4 22:00,2,0,1,2,27.88,31.82,36,31.0009,17,58,75,H,8
2011/4/4 23:00,2,0,1,2,26.24,31.06,47,15.0013,18,30,48,I,9
2011/4/5 00:00,2,0,1,1,25.42,31.06,50,7.0015,10,12,22,I,9
2011/4/5 01:00,2,0,1,3,25.42,31.06,57,27.9993,10,5,15,J,10
2011/4/5 02:00,2,0,1,2,22.14,25.76,73,22.0028,0,5,5,J,10
2011/4/5 03:00,2,0,1,2,22.14,25.76,73,22.0028,1,3,4,J,10
2011/4/5 04:00,2,0,1,3,20.5,24.24,88,32.9975,0,2,2,J,10
2011/4/5 05:00,2,0,1,3,18.86,22.725,94,19.9995,0,5,5,J,10
2011/4/5 06:00,2,0,1,2,19.68,23.485,88,22.0028,2,36,38,K,11
2011/4/5 07:00,2,0,1,2,19.68,23.485,88,22.0028,10,124,134,L,12
2011/4/5 08:00,2,0,1,3,15.58,19.695,87,39.0007,9,148,157,M,13
2011/4/5 09:00,2,0,1,3,14.76,15.91,87,32.9975,2,44,46,L,12
2011/4/5 10:00,2,0,1,3,13.94,15.15,81,26.0027,3,25,28,N,14
2011/4/5 11:00,2,0,1,3,13.12,14.395,81,30.0026,1,18,19,N,14
2011/4/5 12:00,2,0,1,2,13.94,15.15,71,26.0027,6,32,38,O,15
2011/4/5 13:00,2,0,1,2,14.76,16.665,63,27.9993,5,51,56,O,15
2011/4/5 14:00,2,0,1,2,14.76,15.91,57,32.9975,9,67,76,O,15
2011/4/5 15:00,2,0,1,1,16.4,20.455,46,31.0009,6,62,68,O,15
2011/4/5 16:00,2,0,1,1,15.58,19.695,46,27.9993,17,113,130,O,15
2011/4/5 17:00,2,0,1,1,17.22,21.21,38,27.9993,27,246,273,P,16
2011/4/5 18:00,2,0,1,1,15.58,19.695,40,32.9975,19,248,267,P,16
2011/4/5 19:00,2,0,1,1,14.76,16.665,43,19.9995,12,148,160,P,16
2011/4/5 20:00,2,0,1,1,13.94,15.91,46,19.0012,4,87,91,Q,17
2011/4/5 21:00,2,0,1,1,13.94,14.395,46,35.0008,8,81,89,Q,17
2011/4/5 22:00,2,0,1,1,13.12,15.15,49,19.9995,3,43,46,Q,17
2011/4/5 23:00,2,0,1,1,12.3,14.395,49,19.0012,3,23,26,R,18
